RegionID,SizeRank,RegionName,RegionType,StateName,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30
394798,76,"Little Rock, AR",Msa,AR,4866.0,4717.0,4538.0,4488.0,4321.0,4325.0,4529.0,4732.0,4997.0,5172.0,5247.0,5253.0,5220.0,5118.0,4900.0,4736.0,4599.0,4591.0,4741.0,4735.0,4714.0,4618.0,4440.0,4470.0,4490.0,4436.0,4351.0,4187.0,4053.0,4058.0,4084.0,4144.0,4176.0
395134,77,"Stockton, CA",Msa,CA,1722.0,1601.0,1476.0,1424.0,1317.0,1311.0,1398.0,1524.0,1651.0,1766.0,1906.0,1986.0,2054.0,2062.0,1935.0,1814.0,1699.0,1648.0,1710.0,1803.0,1939.0,2059.0,2146.0,2211.0,2216.0,2144.0,1997.0,1818.0,1656.0,1576.0,1535.0,1562.0,1576.0
394457,78,"Charleston, SC",Msa,SC,5697.0,5530.0,5332.0,5268.0,5188.0,5336.0,5635.0,5946.0,6178.0,6197.0,6154.0,5955.0,5884.0,5815.0,5638.0,5659.0,5600.0,5735.0,6028.0,6268.0,6540.0,6642.0,6691.0,6590.0,6481.0,6279.0,5984.0,5886.0,5725.0,5737.0,5799.0,5882.0,5885.0
395143,79,"Syracuse, NY",Msa,NY,3187.0,3037.0,2870.0,2746.0,2532.0,2453.0,2529.0,2689.0,2916.0,3136.0,3288.0,3355.0,3320.0,3148.0,2885.0,2624.0,2397.0,2305.0,2351.0,2474.0,2644.0,2787.0,2889.0,2922.0,2901.0,2742.0,2487.0,2241.0,1996.0,1864.0,1760.0,1738.0,1794.0
394484,80,"Colorado Springs, CO",Msa,CO,2445.0,2275.0,2089.0,2037.0,1914.0,1974.0,2266.0,2659.0,3101.0,3528.0,3805.0,3893.0,3866.0,3661.0,3328.0,3018.0,2729.0,2615.0,2736.0,3002.0,3394.0,3712.0,3945.0,3985.0,3875.0,3617.0,3235.0,2927.0,2665.0,2694.0,2793.0,3081.0,3455.0
395235,81,"Winston-Salem, NC",Msa,NC,3103.0,2969.0,2825.0,2735.0,2617.0,2666.0,2841.0,3123.0,3292.0,3401.0,3326.0,3121.0,2991.0,2771.0,2584.0,2450.0,2325.0,2332.0,2459.0,2590.0,2702.0,2744.0,2759.0,2761.0,2764.0,2706.0,2579.0,2487.0,2387.0,2404.0,2433.0,2423.0,2394.0
395224,82,"Wichita, KS",Msa,KS,3085.0,2982.0,2858.0,2787.0,2635.0,2584.0,2627.0,2708.0,2868.0,2957.0,3033.0,3055.0,3039.0,3012.0,2902.0,2813.0,2687.0,2633.0,2678.0,2711.0,2786.0,2784.0,2755.0,2719.0,2658.0,2567.0,2424.0,2323.0,2216.0,2202.0,2220.0,2233.0,2222.0
395115,83,"Springfield, MA",Msa,MA,2325.0,2186.0,2032.0,1928.0,1750.0,1688.0,1758.0,1913.0,2104.0,2255.0,2348.0,2381.0,2385.0,2309.0,2162.0,2000.0,1812.0,1745.0,1791.0,1904.0,2042.0,2136.0,2187.0,2187.0,2174.0,2094.0,1925.0,1749.0,1593.0,1521.0,1499.0,1535.0,1557.0
394440,84,"Fort Myers, FL",Msa,FL,9395.0,9717.0,9927.0,10403.0,11073.0,11761.0,12211.0,12111.0,11751.0,11092.0,10535.0,10107.0,10042.0,10269.0,10629.0,11455.0,12199.0,12792.0,13224.0,12987.0,12533.0,11854.0,11111.0,10558.0,10263.0,10214.0,10280.0,10700.0,10955.0,11108.0,11029.0,10653.0,10142.0
394399,85,"Boise City, ID",Msa,ID,4558.0,4300.0,3984.0,3750.0,3390.0,3253.0,3425.0,3648.0,3893.0,4090.0,4230.0,4370.0,4449.0,4411.0,4137.0,3885.0,3636.0,3525.0,3706.0,3938.0,4207.0,4431.0,4516.0,4525.0,4540.0,4419.0,4148.0,3904.0,3641.0,3556.0,3633.0,3835.0,3925.0
395160,86,"Toledo, OH",Msa,OH,2869.0,2738.0,2604.0,2537.0,2394.0,2352.0,2402.0,2471.0,2567.0,2670.0,2767.0,2813.0,2831.0,2739.0,2542.0,2379.0,2184.0,2109.0,2161.0,2216.0,2329.0,2395.0,2429.0,2446.0,2460.0,2426.0,2315.0,2216.0,2094.0,2017.0,1970.0,1963.0,1947.0
